,Average score,Additional score,Optimization score,At least one,Length of correlation,Lambda,N
0,0.0,0.0,1.0,0,0.5,0,1
1,0.0,0.0,1.0,0,0.5,0,1
2,0.0,0.0,1.0,0,0.5,0,1
3,0.0,0.0,1.0,0,0.5,0,1
4,0.0,0.0,1.0,0,0.5,0,1
5,0.0,0.0,1.0,0,0.5,0,1
6,0.0,0.0,1.0,0,0.5,0,1
7,0.0,0.0,1.0,0,0.5,0,1
8,0.0,0.0,1.0,0,0.5,0,1
9,0.0,0.0,1.0,0,0.5,0,1
10,0.2,0.2,1.0,1,0.5,0,10
11,0.0,0.0,1.0,0,0.5,0,10
12,0.1,0.1,1.0,1,0.5,0,10
13,0.1,0.1,1.0,1,0.5,0,10
14,0.0,0.0,1.0,0,0.5,0,10
15,0.2,0.2,1.0,1,0.5,0,10
16,0.1,0.1,1.0,1,0.5,0,10
17,0.1,0.1,1.0,1,0.5,0,10
18,0.0,0.0,1.0,0,0.5,0,10
19,0.2,0.2,1.0,1,0.5,0,10
20,0.08,0.08,1.0,1,0.5,0,100
21,0.12,0.12,1.0,1,0.5,0,100
22,0.09,0.09,0.99,1,0.5,0,100
23,0.12,0.12,1.0,1,0.5,0,100
24,0.08,0.08,1.0,1,0.5,0,100
25,0.14,0.14,1.0,1,0.5,0,100
26,0.07,0.08,0.99,1,0.5,0,100
27,0.13,0.13,1.0,1,0.5,0,100
28,0.12,0.12,1.0,1,0.5,0,100
29,0.03,0.03,1.0,1,0.5,0,100
30,0.0,0.0,1.0,0,0.5,1,1
31,0.0,0.0,1.0,0,0.5,1,1
32,0.0,0.0,1.0,0,0.5,1,1
33,0.0,0.0,1.0,0,0.5,1,1
34,0.0,0.0,1.0,0,0.5,1,1
35,0.0,0.0,1.0,0,0.5,1,1
36,0.0,0.0,1.0,0,0.5,1,1
37,0.0,0.0,1.0,0,0.5,1,1
38,0.0,0.0,1.0,0,0.5,1,1
39,0.0,0.0,1.0,0,0.5,1,1
40,0.1,0.1,1.0,1,0.5,1,10
41,0.0,0.0,1.0,0,0.5,1,10
42,0.1,0.1,1.0,1,0.5,1,10
43,0.0,0.0,1.0,0,0.5,1,10
44,0.0,0.0,0.9,0,0.5,1,10
45,0.0,0.0,1.0,0,0.5,1,10
46,0.0,0.0,1.0,0,0.5,1,10
47,0.1,0.1,1.0,1,0.5,1,10
48,0.2,0.2,1.0,1,0.5,1,10
49,0.0,0.0,1.0,0,0.5,1,10
50,0.04,0.04,1.0,1,0.5,1,100
51,0.06,0.06,0.99,1,0.5,1,100
52,0.09,0.09,0.98,1,0.5,1,100
53,0.04,0.04,0.99,1,0.5,1,100
54,0.05,0.05,0.99,1,0.5,1,100
55,0.06,0.06,1.0,1,0.5,1,100
56,0.04,0.05,0.97,1,0.5,1,100
57,0.07,0.07,1.0,1,0.5,1,100
58,0.1,0.1,1.0,1,0.5,1,100
59,0.03,0.03,0.99,1,0.5,1,100
60,0.0,0.0,1.0,0,0.5,10,1
61,0.0,0.0,1.0,0,0.5,10,1
62,0.0,0.0,1.0,0,0.5,10,1
63,0.0,0.0,1.0,0,0.5,10,1
64,0.0,0.0,1.0,0,0.5,10,1
65,0.0,0.0,1.0,0,0.5,10,1
66,0.0,0.0,1.0,0,0.5,10,1
67,0.0,0.0,1.0,0,0.5,10,1
68,0.0,0.0,1.0,0,0.5,10,1
69,0.0,0.0,1.0,0,0.5,10,1
70,0.4,0.4,0.9,1,0.5,10,10
71,0.1,0.1,1.0,1,0.5,10,10
72,0.0,0.0,1.0,0,0.5,10,10
73,0.4,0.4,1.0,1,0.5,10,10
74,0.1,0.2,0.9,1,0.5,10,10
75,0.1,0.1,1.0,1,0.5,10,10
76,0.1,0.1,1.0,1,0.5,10,10
77,0.2,0.2,0.9,1,0.5,10,10
78,0.1,0.1,0.9,1,0.5,10,10
79,0.2,0.2,1.0,1,0.5,10,10
80,0.12,0.12,0.94,1,0.5,10,100
81,0.13,0.13,0.94,1,0.5,10,100
82,0.13,0.13,0.94,1,0.5,10,100
83,0.12,0.12,0.97,1,0.5,10,100
84,0.13,0.13,0.96,1,0.5,10,100
85,0.13,0.13,0.95,1,0.5,10,100
86,0.12,0.13,0.94,1,0.5,10,100
87,0.1,0.1,0.99,1,0.5,10,100
88,0.13,0.13,0.99,1,0.5,10,100
89,0.14,0.14,0.97,1,0.5,10,100
90,0.0,0.0,1.0,0,0.5,100,1
91,0.0,0.0,1.0,0,0.5,100,1
92,0.0,0.0,1.0,0,0.5,100,1
93,1.0,1.0,1.0,1,0.5,100,1
94,0.0,0.0,0.0,0,0.5,100,1
95,1.0,1.0,1.0,1,0.5,100,1
96,0.0,0.0,1.0,0,0.5,100,1
97,1.0,1.0,1.0,1,0.5,100,1
98,1.0,1.0,1.0,1,0.5,100,1
99,0.0,0.0,1.0,0,0.5,100,1
100,0.1,0.1,1.0,1,0.5,100,10
101,0.2,0.2,0.9,1,0.5,100,10
102,0.2,0.2,1.0,1,0.5,100,10
103,0.2,0.2,0.9,1,0.5,100,10
104,0.1,0.1,0.8,1,0.5,100,10
105,0.2,0.2,0.9,1,0.5,100,10
106,0.1,0.1,0.7,1,0.5,100,10
107,0.1,0.1,0.9,1,0.5,100,10
108,0.0,0.0,1.0,0,0.5,100,10
109,0.2,0.2,1.0,1,0.5,100,10
110,0.12,0.15,0.92,1,0.5,100,100
111,0.13,0.15,0.93,1,0.5,100,100
112,0.06,0.07,0.93,1,0.5,100,100
113,0.12,0.13,0.96,1,0.5,100,100
114,0.12,0.14,0.94,1,0.5,100,100
115,0.06,0.08,0.91,1,0.5,100,100
116,0.13,0.14,0.94,1,0.5,100,100
117,0.08,0.12,0.92,1,0.5,100,100
118,0.11,0.12,0.91,1,0.5,100,100
119,0.09,0.1,0.92,1,0.5,100,100
120,0.0,0.0,1.0,0,0.5,1000,1
121,0.0,0.0,1.0,0,0.5,1000,1
122,0.0,0.0,1.0,0,0.5,1000,1
123,0.0,0.0,1.0,0,0.5,1000,1
124,0.0,0.0,0.0,0,0.5,1000,1
125,0.0,0.0,1.0,0,0.5,1000,1
126,0.0,0.0,1.0,0,0.5,1000,1
127,0.0,0.0,1.0,0,0.5,1000,1
128,0.0,0.0,1.0,0,0.5,1000,1
129,0.0,0.0,1.0,0,0.5,1000,1
130,0.2,0.2,0.9,1,0.5,1000,10
131,0.1,0.1,1.0,1,0.5,1000,10
132,0.1,0.1,1.0,1,0.5,1000,10
133,0.0,0.0,0.9,0,0.5,1000,10
134,0.3,0.4,0.8,1,0.5,1000,10
135,0.1,0.1,0.8,1,0.5,1000,10
136,0.0,0.0,0.9,0,0.5,1000,10
137,0.1,0.1,1.0,1,0.5,1000,10
138,0.1,0.1,1.0,1,0.5,1000,10
139,0.1,0.1,1.0,1,0.5,1000,10
140,0.11,0.12,0.95,1,0.5,1000,100
141,0.16,0.16,0.95,1,0.5,1000,100
142,0.12,0.12,0.95,1,0.5,1000,100
143,0.16,0.18,0.95,1,0.5,1000,100
144,0.14,0.16,0.93,1,0.5,1000,100
145,0.13,0.14,0.93,1,0.5,1000,100
146,0.11,0.14,0.92,1,0.5,1000,100
147,0.14,0.16,0.95,1,0.5,1000,100
148,0.14,0.15,0.96,1,0.5,1000,100
149,0.18,0.18,0.98,1,0.5,1000,100
150,0.0,0.0,1.0,0,0.5,0,1
151,1.0,1.0,1.0,1,0.5,0,1
152,0.0,0.0,1.0,0,0.5,0,1
153,0.0,0.0,1.0,0,0.5,0,1
154,0.0,0.0,1.0,0,0.5,0,1
155,0.0,0.0,1.0,0,0.5,0,1
156,0.0,0.0,1.0,0,0.5,0,1
157,0.0,0.0,1.0,0,0.5,0,1
158,0.0,0.0,1.0,0,0.5,0,1
159,1.0,1.0,1.0,1,0.5,0,1
160,0.2,0.2,1.0,1,0.5,0,10
161,0.5,0.5,1.0,1,0.5,0,10
162,0.1,0.1,1.0,1,0.5,0,10
163,0.4,0.4,1.0,1,0.5,0,10
164,0.1,0.1,1.0,1,0.5,0,10
165,0.5,0.5,1.0,1,0.5,0,10
166,0.4,0.4,1.0,1,0.5,0,10
167,0.5,0.5,1.0,1,0.5,0,10
168,0.1,0.1,1.0,1,0.5,0,10
169,0.2,0.2,1.0,1,0.5,0,10
170,0.28,0.28,1.0,1,0.5,0,100
171,0.29,0.29,1.0,1,0.5,0,100
172,0.33,0.33,0.99,1,0.5,0,100
173,0.21,0.21,1.0,1,0.5,0,100
174,0.21,0.21,1.0,1,0.5,0,100
175,0.28,0.28,1.0,1,0.5,0,100
176,0.31,0.31,0.99,1,0.5,0,100
177,0.26,0.26,1.0,1,0.5,0,100
178,0.24,0.24,1.0,1,0.5,0,100
179,0.22,0.22,1.0,1,0.5,0,100
180,1.0,1.0,1.0,1,0.5,1,1
181,1.0,1.0,1.0,1,0.5,1,1
182,0.0,0.0,1.0,0,0.5,1,1
183,0.0,0.0,1.0,0,0.5,1,1
184,0.0,0.0,1.0,0,0.5,1,1
185,0.0,0.0,1.0,0,0.5,1,1
186,1.0,1.0,1.0,1,0.5,1,1
187,0.0,0.0,1.0,0,0.5,1,1
188,0.0,0.0,1.0,0,0.5,1,1
189,0.0,0.0,1.0,0,0.5,1,1
190,0.3,0.3,1.0,1,0.5,1,10
191,0.1,0.1,1.0,1,0.5,1,10
192,0.2,0.2,1.0,1,0.5,1,10
193,0.4,0.4,1.0,1,0.5,1,10
194,0.4,0.4,1.0,1,0.5,1,10
195,0.0,0.0,1.0,0,0.5,1,10
196,0.0,0.0,1.0,0,0.5,1,10
197,0.2,0.2,1.0,1,0.5,1,10
198,0.3,0.3,1.0,1,0.5,1,10
199,0.4,0.4,1.0,1,0.5,1,10
200,0.23,0.23,1.0,1,0.5,1,100
201,0.24,0.24,1.0,1,0.5,1,100
202,0.21,0.21,0.99,1,0.5,1,100
203,0.28,0.28,1.0,1,0.5,1,100
204,0.26,0.26,1.0,1,0.5,1,100
205,0.16,0.16,1.0,1,0.5,1,100
206,0.22,0.23,0.98,1,0.5,1,100
207,0.24,0.24,1.0,1,0.5,1,100
208,0.22,0.22,1.0,1,0.5,1,100
209,0.19,0.2,0.99,1,0.5,1,100
210,0.0,0.0,1.0,0,0.5,10,1
211,1.0,1.0,1.0,1,0.5,10,1
212,1.0,1.0,1.0,1,0.5,10,1
213,0.0,0.0,1.0,0,0.5,10,1
214,0.0,0.0,0.0,0,0.5,10,1
215,0.0,0.0,1.0,0,0.5,10,1
216,1.0,1.0,1.0,1,0.5,10,1
217,0.0,0.0,1.0,0,0.5,10,1
218,0.0,0.0,1.0,0,0.5,10,1
219,0.0,0.0,1.0,0,0.5,10,1
220,0.2,0.2,1.0,1,0.5,10,10
221,0.3,0.3,1.0,1,0.5,10,10
222,0.1,0.1,1.0,1,0.5,10,10
223,0.2,0.2,0.9,1,0.5,10,10
224,0.3,0.4,0.9,1,0.5,10,10
225,0.1,0.1,1.0,1,0.5,10,10
226,0.2,0.2,1.0,1,0.5,10,10
227,0.0,0.0,1.0,0,0.5,10,10
228,0.0,0.0,1.0,0,0.5,10,10
229,0.1,0.1,1.0,1,0.5,10,10
230,0.15,0.16,0.95,1,0.5,10,100
231,0.18,0.18,0.97,1,0.5,10,100
232,0.24,0.24,0.95,1,0.5,10,100
233,0.21,0.21,0.97,1,0.5,10,100
234,0.2,0.23,0.96,1,0.5,10,100
235,0.22,0.23,0.95,1,0.5,10,100
236,0.14,0.15,0.97,1,0.5,10,100
237,0.21,0.21,0.96,1,0.5,10,100
238,0.16,0.16,0.98,1,0.5,10,100
239,0.23,0.23,0.99,1,0.5,10,100
240,1.0,1.0,1.0,1,0.5,100,1
241,0.0,0.0,1.0,0,0.5,100,1
242,0.0,0.0,1.0,0,0.5,100,1
243,0.0,0.0,1.0,0,0.5,100,1
244,0.0,0.0,1.0,0,0.5,100,1
245,1.0,1.0,1.0,1,0.5,100,1
246,0.0,0.0,1.0,0,0.5,100,1
247,0.0,0.0,1.0,0,0.5,100,1
248,0.0,0.0,0.0,0,0.5,100,1
249,1.0,1.0,1.0,1,0.5,100,1
250,0.5,0.5,1.0,1,0.5,100,10
251,0.2,0.2,0.8,1,0.5,100,10
252,0.1,0.1,1.0,1,0.5,100,10
253,0.3,0.4,0.9,1,0.5,100,10
254,0.2,0.2,0.9,1,0.5,100,10
255,0.1,0.1,0.9,1,0.5,100,10
256,0.2,0.2,0.8,1,0.5,100,10
257,0.2,0.2,1.0,1,0.5,100,10
258,0.1,0.2,0.8,1,0.5,100,10
259,0.2,0.2,1.0,1,0.5,100,10
260,0.12,0.15,0.87,1,0.5,100,100
261,0.24,0.25,0.94,1,0.5,100,100
262,0.19,0.19,0.92,1,0.5,100,100
263,0.17,0.18,0.96,1,0.5,100,100
264,0.18,0.21,0.88,1,0.5,100,100
265,0.22,0.23,0.94,1,0.5,100,100
266,0.23,0.24,0.95,1,0.5,100,100
267,0.2,0.22,0.93,1,0.5,100,100
268,0.21,0.21,0.93,1,0.5,100,100
269,0.25,0.26,0.93,1,0.5,100,100
270,1.0,1.0,1.0,1,0.5,1000,1
271,0.0,0.0,1.0,0,0.5,1000,1
272,0.0,0.0,1.0,0,0.5,1000,1
273,0.0,0.0,1.0,0,0.5,1000,1
274,0.0,0.0,0.0,0,0.5,1000,1
275,1.0,1.0,1.0,1,0.5,1000,1
276,0.0,0.0,1.0,0,0.5,1000,1
277,0.0,0.0,1.0,0,0.5,1000,1
278,0.0,0.0,1.0,0,0.5,1000,1
279,1.0,1.0,1.0,1,0.5,1000,1
280,0.1,0.1,0.9,1,0.5,1000,10
281,0.3,0.3,1.0,1,0.5,1000,10
282,0.1,0.1,1.0,1,0.5,1000,10
283,0.4,0.4,0.9,1,0.5,1000,10
284,0.4,0.4,0.9,1,0.5,1000,10
285,0.1,0.1,0.9,1,0.5,1000,10
286,0.1,0.1,0.9,1,0.5,1000,10
287,0.2,0.2,0.9,1,0.5,1000,10
288,0.3,0.4,0.9,1,0.5,1000,10
289,0.3,0.3,1.0,1,0.5,1000,10
290,0.21,0.23,0.95,1,0.5,1000,100
291,0.2,0.22,0.94,1,0.5,1000,100
292,0.24,0.24,0.98,1,0.5,1000,100
293,0.21,0.22,0.93,1,0.5,1000,100
294,0.24,0.24,0.93,1,0.5,1000,100
295,0.3,0.33,0.94,1,0.5,1000,100
296,0.22,0.25,0.93,1,0.5,1000,100
297,0.17,0.2,0.95,1,0.5,1000,100
298,0.16,0.2,0.9,1,0.5,1000,100
299,0.23,0.23,0.96,1,0.5,1000,100
300,1.0,1.0,1.0,1,0.5,0,1
301,0.0,0.0,1.0,0,0.5,0,1
302,0.0,0.0,1.0,0,0.5,0,1
303,0.0,0.0,1.0,0,0.5,0,1
304,0.0,0.0,1.0,0,0.5,0,1
305,0.0,0.0,1.0,0,0.5,0,1
306,0.0,0.0,1.0,0,0.5,0,1
307,1.0,1.0,1.0,1,0.5,0,1
308,1.0,1.0,1.0,1,0.5,0,1
309,0.0,0.0,1.0,0,0.5,0,1
310,0.1,0.1,1.0,1,0.5,0,10
311,0.1,0.1,1.0,1,0.5,0,10
312,0.0,0.0,1.0,0,0.5,0,10
313,0.2,0.2,1.0,1,0.5,0,10
314,0.0,0.0,1.0,0,0.5,0,10
315,0.3,0.3,1.0,1,0.5,0,10
316,0.1,0.1,1.0,1,0.5,0,10
317,0.2,0.2,1.0,1,0.5,0,10
318,0.2,0.2,1.0,1,0.5,0,10
319,0.1,0.1,1.0,1,0.5,0,10
320,0.23,0.23,1.0,1,0.5,0,100
321,0.24,0.24,1.0,1,0.5,0,100
322,0.2,0.2,1.0,1,0.5,0,100
323,0.26,0.26,1.0,1,0.5,0,100
324,0.31,0.31,1.0,1,0.5,0,100
325,0.26,0.26,1.0,1,0.5,0,100
326,0.3,0.31,0.98,1,0.5,0,100
327,0.31,0.31,1.0,1,0.5,0,100
328,0.31,0.31,1.0,1,0.5,0,100
329,0.23,0.23,1.0,1,0.5,0,100
330,0.0,0.0,1.0,0,0.5,1,1
331,0.0,0.0,1.0,0,0.5,1,1
332,0.0,0.0,1.0,0,0.5,1,1
333,0.0,0.0,1.0,0,0.5,1,1
334,1.0,1.0,1.0,1,0.5,1,1
335,0.0,0.0,1.0,0,0.5,1,1
336,1.0,1.0,1.0,1,0.5,1,1
337,0.0,0.0,1.0,0,0.5,1,1
338,0.0,0.0,1.0,0,0.5,1,1
339,0.0,0.0,1.0,0,0.5,1,1
340,0.5,0.5,1.0,1,0.5,1,10
341,0.3,0.3,1.0,1,0.5,1,10
342,0.4,0.4,1.0,1,0.5,1,10
343,0.4,0.4,1.0,1,0.5,1,10
344,0.1,0.1,1.0,1,0.5,1,10
345,0.3,0.3,1.0,1,0.5,1,10
346,0.1,0.1,1.0,1,0.5,1,10
347,0.5,0.5,1.0,1,0.5,1,10
348,0.3,0.4,0.9,1,0.5,1,10
349,0.1,0.1,1.0,1,0.5,1,10
350,0.3,0.3,1.0,1,0.5,1,100
351,0.24,0.24,0.99,1,0.5,1,100
352,0.27,0.27,0.99,1,0.5,1,100
353,0.25,0.25,1.0,1,0.5,1,100
354,0.24,0.24,1.0,1,0.5,1,100
355,0.25,0.25,1.0,1,0.5,1,100
356,0.27,0.27,0.99,1,0.5,1,100
357,0.23,0.23,1.0,1,0.5,1,100
358,0.24,0.24,1.0,1,0.5,1,100
359,0.18,0.18,1.0,1,0.5,1,100
360,0.0,0.0,1.0,0,0.5,10,1
361,0.0,0.0,1.0,0,0.5,10,1
362,0.0,0.0,1.0,0,0.5,10,1
363,0.0,0.0,1.0,0,0.5,10,1
364,0.0,0.0,0.0,0,0.5,10,1
365,0.0,0.0,1.0,0,0.5,10,1
366,1.0,1.0,1.0,1,0.5,10,1
367,0.0,0.0,1.0,0,0.5,10,1
368,0.0,0.0,0.0,0,0.5,10,1
369,0.0,0.0,1.0,0,0.5,10,1
370,0.0,0.0,0.8,0,0.5,10,10
371,0.1,0.1,1.0,1,0.5,10,10
372,0.4,0.4,1.0,1,0.5,10,10
373,0.1,0.1,0.9,1,0.5,10,10
374,0.4,0.4,1.0,1,0.5,10,10
375,0.0,0.0,0.9,0,0.5,10,10
376,0.0,0.0,1.0,0,0.5,10,10
377,0.3,0.4,0.9,1,0.5,10,10
378,0.3,0.3,1.0,1,0.5,10,10
379,0.3,0.3,1.0,1,0.5,10,10
380,0.25,0.26,0.95,1,0.5,10,100
381,0.21,0.23,0.96,1,0.5,10,100
382,0.23,0.24,0.96,1,0.5,10,100
383,0.25,0.26,0.98,1,0.5,10,100
384,0.25,0.25,0.96,1,0.5,10,100
385,0.24,0.26,0.93,1,0.5,10,100
386,0.16,0.16,0.95,1,0.5,10,100
387,0.21,0.21,0.98,1,0.5,10,100
388,0.24,0.24,0.97,1,0.5,10,100
389,0.25,0.27,0.97,1,0.5,10,100
390,0.0,0.0,1.0,0,0.5,100,1
391,0.0,0.0,1.0,0,0.5,100,1
392,0.0,0.0,1.0,0,0.5,100,1
393,0.0,0.0,1.0,0,0.5,100,1
394,0.0,1.0,0.0,0,0.5,100,1
395,1.0,1.0,1.0,1,0.5,100,1
396,0.0,0.0,1.0,0,0.5,100,1
397,0.0,0.0,1.0,0,0.5,100,1
398,0.0,1.0,0.0,0,0.5,100,1
399,0.0,0.0,1.0,0,0.5,100,1
400,0.3,0.3,1.0,1,0.5,100,10
401,0.0,0.0,1.0,0,0.5,100,10
402,0.2,0.2,1.0,1,0.5,100,10
403,0.2,0.2,1.0,1,0.5,100,10
404,0.4,0.4,0.9,1,0.5,100,10
405,0.0,0.0,0.9,0,0.5,100,10
406,0.3,0.3,1.0,1,0.5,100,10
407,0.2,0.2,1.0,1,0.5,100,10
408,0.3,0.3,1.0,1,0.5,100,10
409,0.2,0.2,0.9,1,0.5,100,10
410,0.23,0.25,0.92,1,0.5,100,100
411,0.23,0.25,0.89,1,0.5,100,100
412,0.26,0.26,0.95,1,0.5,100,100
413,0.3,0.34,0.92,1,0.5,100,100
414,0.19,0.21,0.94,1,0.5,100,100
415,0.23,0.27,0.88,1,0.5,100,100
416,0.28,0.28,0.93,1,0.5,100,100
417,0.24,0.25,0.94,1,0.5,100,100
418,0.21,0.21,0.93,1,0.5,100,100
419,0.31,0.33,0.94,1,0.5,100,100
420,0.0,0.0,1.0,0,0.5,1000,1
421,0.0,0.0,1.0,0,0.5,1000,1
422,0.0,0.0,1.0,0,0.5,1000,1
423,0.0,0.0,1.0,0,0.5,1000,1
424,0.0,0.0,0.0,0,0.5,1000,1
425,1.0,1.0,1.0,1,0.5,1000,1
426,0.0,0.0,1.0,0,0.5,1000,1
427,0.0,0.0,1.0,0,0.5,1000,1
428,0.0,0.0,1.0,0,0.5,1000,1
429,1.0,1.0,1.0,1,0.5,1000,1
430,0.3,0.3,1.0,1,0.5,1000,10
431,0.1,0.1,1.0,1,0.5,1000,10
432,0.7,0.7,1.0,1,0.5,1000,10
433,0.2,0.2,0.9,1,0.5,1000,10
434,0.3,0.3,0.8,1,0.5,1000,10
435,0.4,0.4,0.9,1,0.5,1000,10
436,0.4,0.4,1.0,1,0.5,1000,10
437,0.2,0.2,0.9,1,0.5,1000,10
438,0.1,0.1,0.8,1,0.5,1000,10
439,0.6,0.6,1.0,1,0.5,1000,10
440,0.2,0.22,0.96,1,0.5,1000,100
441,0.23,0.24,0.94,1,0.5,1000,100
442,0.23,0.25,0.94,1,0.5,1000,100
443,0.17,0.18,0.93,1,0.5,1000,100
444,0.25,0.25,0.96,1,0.5,1000,100
445,0.21,0.23,0.92,1,0.5,1000,100
446,0.23,0.24,0.95,1,0.5,1000,100
447,0.24,0.26,0.92,1,0.5,1000,100
448,0.22,0.25,0.91,1,0.5,1000,100
449,0.21,0.24,0.94,1,0.5,1000,100
450,0.0,0.0,1.0,0,0.5,0,1
451,0.0,0.0,1.0,0,0.5,0,1
452,1.0,1.0,1.0,1,0.5,0,1
453,0.0,0.0,1.0,0,0.5,0,1
454,0.0,0.0,1.0,0,0.5,0,1
455,0.0,0.0,1.0,0,0.5,0,1
456,0.0,0.0,1.0,0,0.5,0,1
457,1.0,1.0,1.0,1,0.5,0,1
458,0.0,0.0,1.0,0,0.5,0,1
459,0.0,0.0,1.0,0,0.5,0,1
460,0.1,0.1,1.0,1,0.5,0,10
461,0.3,0.3,1.0,1,0.5,0,10
462,0.5,0.5,1.0,1,0.5,0,10
463,0.3,0.3,1.0,1,0.5,0,10
464,0.2,0.2,1.0,1,0.5,0,10
465,0.0,0.0,1.0,0,0.5,0,10
466,0.6,0.6,1.0,1,0.5,0,10
467,0.1,0.1,1.0,1,0.5,0,10
468,0.3,0.3,1.0,1,0.5,0,10
469,0.1,0.1,1.0,1,0.5,0,10
470,0.33,0.33,1.0,1,0.5,0,100
471,0.25,0.25,1.0,1,0.5,0,100
472,0.31,0.31,0.99,1,0.5,0,100
473,0.32,0.32,1.0,1,0.5,0,100
474,0.26,0.26,1.0,1,0.5,0,100
475,0.32,0.32,1.0,1,0.5,0,100
476,0.33,0.33,1.0,1,0.5,0,100
477,0.22,0.22,1.0,1,0.5,0,100
478,0.23,0.23,1.0,1,0.5,0,100
479,0.29,0.29,1.0,1,0.5,0,100
480,0.0,0.0,1.0,0,0.5,1,1
481,0.0,0.0,1.0,0,0.5,1,1
482,1.0,1.0,1.0,1,0.5,1,1
483,0.0,0.0,1.0,0,0.5,1,1
484,0.0,1.0,0.0,0,0.5,1,1
485,0.0,0.0,1.0,0,0.5,1,1
486,0.0,0.0,1.0,0,0.5,1,1
487,1.0,1.0,1.0,1,0.5,1,1
488,0.0,0.0,1.0,0,0.5,1,1
489,0.0,0.0,1.0,0,0.5,1,1
490,0.6,0.6,1.0,1,0.5,1,10
491,0.2,0.2,1.0,1,0.5,1,10
492,0.2,0.2,1.0,1,0.5,1,10
493,0.0,0.0,1.0,0,0.5,1,10
494,0.4,0.4,0.9,1,0.5,1,10
495,0.2,0.2,1.0,1,0.5,1,10
496,0.3,0.3,1.0,1,0.5,1,10
497,0.3,0.3,1.0,1,0.5,1,10
498,0.4,0.4,1.0,1,0.5,1,10
499,0.3,0.3,1.0,1,0.5,1,10
500,0.29,0.3,0.98,1,0.5,1,100
501,0.33,0.33,1.0,1,0.5,1,100
502,0.27,0.27,1.0,1,0.5,1,100
503,0.3,0.31,0.98,1,0.5,1,100
504,0.26,0.26,0.98,1,0.5,1,100
505,0.26,0.26,0.99,1,0.5,1,100
506,0.24,0.24,0.99,1,0.5,1,100
507,0.21,0.22,0.99,1,0.5,1,100
508,0.22,0.22,0.99,1,0.5,1,100
509,0.24,0.24,0.99,1,0.5,1,100
510,0.0,0.0,1.0,0,0.5,10,1
511,0.0,0.0,1.0,0,0.5,10,1
512,0.0,0.0,1.0,0,0.5,10,1
513,0.0,0.0,1.0,0,0.5,10,1
514,0.0,0.0,0.0,0,0.5,10,1
515,1.0,1.0,1.0,1,0.5,10,1
516,1.0,1.0,1.0,1,0.5,10,1
517,0.0,0.0,1.0,0,0.5,10,1
518,0.0,0.0,1.0,0,0.5,10,1
519,0.0,0.0,1.0,0,0.5,10,1
520,0.3,0.3,1.0,1,0.5,10,10
521,0.2,0.2,1.0,1,0.5,10,10
522,0.3,0.3,1.0,1,0.5,10,10
523,0.4,0.4,1.0,1,0.5,10,10
524,0.2,0.2,0.9,1,0.5,10,10
525,0.2,0.2,0.9,1,0.5,10,10
526,0.3,0.3,1.0,1,0.5,10,10
527,0.2,0.2,0.9,1,0.5,10,10
528,0.2,0.2,0.9,1,0.5,10,10
529,0.7,0.7,1.0,1,0.5,10,10
530,0.19,0.19,0.95,1,0.5,10,100
531,0.26,0.26,0.99,1,0.5,10,100
532,0.27,0.28,0.95,1,0.5,10,100
533,0.26,0.26,0.97,1,0.5,10,100
534,0.25,0.25,0.97,1,0.5,10,100
535,0.21,0.22,0.92,1,0.5,10,100
536,0.17,0.19,0.95,1,0.5,10,100
537,0.22,0.22,0.97,1,0.5,10,100
538,0.26,0.27,0.96,1,0.5,10,100
539,0.26,0.27,0.97,1,0.5,10,100
540,0.0,0.0,1.0,0,0.5,100,1
541,1.0,1.0,1.0,1,0.5,100,1
542,0.0,0.0,1.0,0,0.5,100,1
543,0.0,0.0,1.0,0,0.5,100,1
544,0.0,0.0,0.0,0,0.5,100,1
545,1.0,1.0,1.0,1,0.5,100,1
546,0.0,0.0,1.0,0,0.5,100,1
547,1.0,1.0,1.0,1,0.5,100,1
548,0.0,0.0,0.0,0,0.5,100,1
549,0.0,0.0,1.0,0,0.5,100,1
550,0.4,0.4,0.9,1,0.5,100,10
551,0.2,0.2,1.0,1,0.5,100,10
552,0.3,0.4,0.8,1,0.5,100,10
553,0.2,0.2,0.8,1,0.5,100,10
554,0.6,0.7,0.7,1,0.5,100,10
555,0.3,0.3,1.0,1,0.5,100,10
556,0.3,0.3,0.9,1,0.5,100,10
557,0.3,0.3,0.9,1,0.5,100,10
558,0.3,0.3,1.0,1,0.5,100,10
559,0.3,0.3,1.0,1,0.5,100,10
560,0.23,0.23,0.94,1,0.5,100,100
561,0.24,0.27,0.92,1,0.5,100,100
562,0.27,0.29,0.94,1,0.5,100,100
563,0.28,0.31,0.94,1,0.5,100,100
564,0.26,0.29,0.93,1,0.5,100,100
565,0.28,0.29,0.92,1,0.5,100,100
566,0.29,0.34,0.91,1,0.5,100,100
567,0.17,0.17,0.92,1,0.5,100,100
568,0.29,0.3,0.95,1,0.5,100,100
569,0.21,0.22,0.89,1,0.5,100,100
570,0.0,0.0,1.0,0,0.5,1000,1
571,1.0,1.0,1.0,1,0.5,1000,1
572,1.0,1.0,1.0,1,0.5,1000,1
573,1.0,1.0,1.0,1,0.5,1000,1
574,0.0,0.0,1.0,0,0.5,1000,1
575,0.0,0.0,1.0,0,0.5,1000,1
576,0.0,0.0,1.0,0,0.5,1000,1
