,Average score,Additional score,Optimization score,At least one,Length of correlation,Lambda,N
0,1.0,1.0,1.0,1,0.5,0,1
1,0.0,0.0,1.0,0,0.5,0,1
2,0.0,0.0,1.0,0,0.5,0,1
3,1.0,1.0,1.0,1,0.5,0,1
4,0.0,0.0,1.0,0,0.5,0,1
5,0.0,0.0,1.0,0,0.5,0,1
6,0.0,0.0,1.0,0,0.5,0,1
7,0.0,0.0,1.0,0,0.5,0,1
8,0.0,0.0,1.0,0,0.5,0,1
9,0.0,0.0,1.0,0,0.5,0,1
10,0.2,0.2,1.0,1,0.5,0,10
11,0.0,0.0,1.0,0,0.5,0,10
12,0.1,0.1,1.0,1,0.5,0,10
13,0.2,0.2,1.0,1,0.5,0,10
14,0.3,0.3,1.0,1,0.5,0,10
15,0.1,0.1,1.0,1,0.5,0,10
16,0.1,0.1,1.0,1,0.5,0,10
17,0.0,0.0,1.0,0,0.5,0,10
18,0.4,0.4,1.0,1,0.5,0,10
19,0.3,0.3,1.0,1,0.5,0,10
20,0.1,0.1,1.0,1,0.5,0,20
21,0.2,0.2,1.0,1,0.5,0,20
22,0.15,0.15,1.0,1,0.5,0,20
23,0.15,0.15,1.0,1,0.5,0,20
24,0.2,0.2,1.0,1,0.5,0,20
25,0.15,0.15,1.0,1,0.5,0,20
26,0.05,0.05,0.95,1,0.5,0,20
27,0.05,0.05,1.0,1,0.5,0,20
28,0.05,0.05,1.0,1,0.5,0,20
29,0.1,0.1,1.0,1,0.5,0,20
30,0.18,0.18,1.0,1,0.5,0,50
31,0.14,0.14,1.0,1,0.5,0,50
32,0.1,0.1,1.0,1,0.5,0,50
33,0.2,0.2,1.0,1,0.5,0,50
34,0.1,0.1,1.0,1,0.5,0,50
35,0.08,0.08,1.0,1,0.5,0,50
36,0.08,0.08,0.96,1,0.5,0,50
37,0.18,0.18,1.0,1,0.5,0,50
38,0.14,0.14,1.0,1,0.5,0,50
39,0.14,0.14,1.0,1,0.5,0,50
40,0.12,0.12,1.0,1,0.5,0,100
41,0.13,0.13,1.0,1,0.5,0,100
42,0.08,0.08,1.0,1,0.5,0,100
43,0.09,0.09,1.0,1,0.5,0,100
44,0.21,0.21,1.0,1,0.5,0,100
45,0.07,0.07,1.0,1,0.5,0,100
46,0.11,0.12,0.99,1,0.5,0,100
47,0.09,0.09,1.0,1,0.5,0,100
48,0.09,0.09,1.0,1,0.5,0,100
49,0.1,0.1,1.0,1,0.5,0,100
50,0.0,0.0,1.0,0,0.5,1,1
51,0.0,0.0,1.0,0,0.5,1,1
52,0.0,0.0,1.0,0,0.5,1,1
53,0.0,0.0,1.0,0,0.5,1,1
54,0.0,0.0,1.0,0,0.5,1,1
55,1.0,1.0,1.0,1,0.5,1,1
56,0.0,0.0,1.0,0,0.5,1,1
57,0.0,0.0,1.0,0,0.5,1,1
58,0.0,0.0,1.0,0,0.5,1,1
59,0.0,0.0,1.0,0,0.5,1,1
60,0.1,0.1,1.0,1,0.5,1,10
61,0.0,0.0,1.0,0,0.5,1,10
62,0.2,0.2,1.0,1,0.5,1,10
63,0.2,0.2,1.0,1,0.5,1,10
64,0.0,0.0,0.9,0,0.5,1,10
65,0.1,0.1,1.0,1,0.5,1,10
66,0.2,0.2,1.0,1,0.5,1,10
67,0.1,0.1,1.0,1,0.5,1,10
68,0.0,0.0,1.0,0,0.5,1,10
69,0.0,0.0,1.0,0,0.5,1,10
70,0.15,0.15,1.0,1,0.5,1,20
71,0.15,0.15,1.0,1,0.5,1,20
72,0.0,0.0,1.0,0,0.5,1,20
73,0.1,0.1,1.0,1,0.5,1,20
74,0.05,0.05,0.95,1,0.5,1,20
75,0.1,0.1,1.0,1,0.5,1,20
76,0.05,0.05,0.95,1,0.5,1,20
77,0.15,0.15,1.0,1,0.5,1,20
78,0.0,0.0,0.9,0,0.5,1,20
79,0.05,0.05,1.0,1,0.5,1,20
80,0.12,0.12,0.96,1,0.5,1,50
81,0.1,0.1,1.0,1,0.5,1,50
82,0.1,0.1,1.0,1,0.5,1,50
83,0.08,0.08,1.0,1,0.5,1,50
84,0.1,0.1,0.96,1,0.5,1,50
85,0.06,0.06,0.98,1,0.5,1,50
86,0.1,0.1,0.98,1,0.5,1,50
87,0.04,0.04,1.0,1,0.5,1,50
88,0.08,0.08,0.98,1,0.5,1,50
89,0.16,0.16,0.98,1,0.5,1,50
90,0.07,0.07,1.0,1,0.5,1,100
91,0.1,0.1,0.98,1,0.5,1,100
92,0.11,0.11,1.0,1,0.5,1,100
93,0.05,0.05,0.99,1,0.5,1,100
94,0.1,0.1,0.98,1,0.5,1,100
95,0.07,0.08,0.99,1,0.5,1,100
96,0.08,0.08,0.99,1,0.5,1,100
97,0.13,0.13,1.0,1,0.5,1,100
98,0.08,0.08,0.99,1,0.5,1,100
99,0.07,0.07,0.98,1,0.5,1,100
100,0.0,0.0,1.0,0,0.5,10,1
101,0.0,0.0,1.0,0,0.5,10,1
102,0.0,0.0,1.0,0,0.5,10,1
103,0.0,0.0,1.0,0,0.5,10,1
104,0.0,0.0,1.0,0,0.5,10,1
105,0.0,0.0,1.0,0,0.5,10,1
106,0.0,0.0,1.0,0,0.5,10,1
107,0.0,0.0,1.0,0,0.5,10,1
108,0.0,0.0,1.0,0,0.5,10,1
109,0.0,0.0,1.0,0,0.5,10,1
110,0.0,0.0,0.9,0,0.5,10,10
111,0.0,0.0,1.0,0,0.5,10,10
112,0.0,0.0,1.0,0,0.5,10,10
113,0.2,0.2,1.0,1,0.5,10,10
114,0.1,0.1,0.9,1,0.5,10,10
115,0.1,0.1,1.0,1,0.5,10,10
116,0.2,0.2,1.0,1,0.5,10,10
117,0.1,0.1,1.0,1,0.5,10,10
118,0.2,0.2,1.0,1,0.5,10,10
119,0.1,0.1,1.0,1,0.5,10,10
120,0.0,0.0,0.95,0,0.5,10,20
121,0.0,0.0,1.0,0,0.5,10,20
122,0.0,0.0,1.0,0,0.5,10,20
123,0.0,0.0,1.0,0,0.5,10,20
124,0.0,0.0,0.85,0,0.5,10,20
125,0.0,0.0,1.0,0,0.5,10,20
126,0.25,0.25,0.95,1,0.5,10,20
127,0.1,0.1,1.0,1,0.5,10,20
128,0.1,0.1,0.95,1,0.5,10,20
129,0.0,0.0,0.95,0,0.5,10,20
130,0.1,0.1,1.0,1,0.5,10,50
131,0.06,0.06,1.0,1,0.5,10,50
132,0.04,0.04,0.98,1,0.5,10,50
133,0.08,0.08,0.98,1,0.5,10,50
134,0.06,0.08,0.9,1,0.5,10,50
135,0.08,0.08,0.94,1,0.5,10,50
136,0.06,0.1,0.92,1,0.5,10,50
137,0.06,0.06,0.98,1,0.5,10,50
138,0.02,0.04,0.9,1,0.5,10,50
139,0.1,0.1,0.96,1,0.5,10,50
140,0.05,0.05,0.98,1,0.5,10,100
141,0.04,0.04,0.99,1,0.5,10,100
142,0.07,0.07,0.96,1,0.5,10,100
143,0.04,0.04,0.97,1,0.5,10,100
144,0.08,0.09,0.96,1,0.5,10,100
145,0.05,0.05,0.97,1,0.5,10,100
146,0.05,0.05,0.95,1,0.5,10,100
147,0.05,0.05,0.99,1,0.5,10,100
148,0.1,0.1,0.98,1,0.5,10,100
149,0.06,0.06,0.98,1,0.5,10,100
150,0.0,0.0,1.0,0,0.5,100,1
151,0.0,0.0,1.0,0,0.5,100,1
152,0.0,0.0,1.0,0,0.5,100,1
153,0.0,0.0,1.0,0,0.5,100,1
154,0.0,0.0,0.0,0,0.5,100,1
155,0.0,0.0,1.0,0,0.5,100,1
156,0.0,0.0,1.0,0,0.5,100,1
157,0.0,0.0,1.0,0,0.5,100,1
158,0.0,0.0,1.0,0,0.5,100,1
159,0.0,0.0,1.0,0,0.5,100,1
160,0.0,0.0,1.0,0,0.5,100,10
161,0.0,0.0,1.0,0,0.5,100,10
162,0.1,0.1,0.9,1,0.5,100,10
163,0.0,0.0,0.8,0,0.5,100,10
164,0.1,0.2,0.6,1,0.5,100,10
165,0.0,0.0,0.9,0,0.5,100,10
166,0.0,0.0,0.9,0,0.5,100,10
167,0.3,0.3,0.9,1,0.5,100,10
168,0.0,0.0,0.7,0,0.5,100,10
169,0.0,0.0,1.0,0,0.5,100,10
170,0.0,0.0,0.8,0,0.5,100,20
171,0.2,0.2,0.95,1,0.5,100,20
172,0.1,0.15,0.85,1,0.5,100,20
173,0.1,0.1,0.95,1,0.5,100,20
174,0.0,0.0,0.75,0,0.5,100,20
175,0.1,0.1,0.95,1,0.5,100,20
176,0.05,0.05,1.0,1,0.5,100,20
177,0.0,0.0,0.8,0,0.5,100,20
178,0.1,0.1,0.9,1,0.5,100,20
179,0.15,0.15,0.95,1,0.5,100,20
180,0.02,0.02,0.9,1,0.5,100,50
181,0.14,0.14,0.94,1,0.5,100,50
182,0.06,0.08,0.9,1,0.5,100,50
183,0.08,0.08,0.94,1,0.5,100,50
184,0.06,0.06,0.9,1,0.5,100,50
185,0.04,0.04,0.92,1,0.5,100,50
186,0.1,0.1,0.9,1,0.5,100,50
187,0.08,0.08,0.94,1,0.5,100,50
188,0.04,0.04,0.94,1,0.5,100,50
189,0.06,0.06,0.9,1,0.5,100,50
190,0.04,0.04,0.93,1,0.5,100,100
191,0.08,0.09,0.93,1,0.5,100,100
192,0.09,0.09,0.96,1,0.5,100,100
193,0.1,0.1,0.93,1,0.5,100,100
194,0.06,0.06,0.88,1,0.5,100,100
195,0.02,0.02,0.9,1,0.5,100,100
196,0.08,0.09,0.9,1,0.5,100,100
197,0.06,0.08,0.88,1,0.5,100,100
198,0.06,0.06,0.88,1,0.5,100,100
199,0.1,0.11,0.93,1,0.5,100,100
200,0.0,0.0,1.0,0,0.5,1000,1
201,0.0,0.0,1.0,0,0.5,1000,1
202,1.0,1.0,1.0,1,0.5,1000,1
203,0.0,0.0,1.0,0,0.5,1000,1
204,0.0,0.0,0.0,0,0.5,1000,1
205,0.0,0.0,1.0,0,0.5,1000,1
206,0.0,0.0,1.0,0,0.5,1000,1
207,0.0,0.0,1.0,0,0.5,1000,1
208,0.0,0.0,1.0,0,0.5,1000,1
209,0.0,0.0,1.0,0,0.5,1000,1
210,0.0,0.0,0.9,0,0.5,1000,10
211,0.0,0.0,1.0,0,0.5,1000,10
212,0.0,0.0,1.0,0,0.5,1000,10
213,0.0,0.0,1.0,0,0.5,1000,10
214,0.0,0.0,0.6,0,0.5,1000,10
215,0.2,0.2,0.8,1,0.5,1000,10
216,0.0,0.0,1.0,0,0.5,1000,10
217,0.0,0.0,0.8,0,0.5,1000,10
218,0.1,0.1,0.9,1,0.5,1000,10
219,0.2,0.2,0.9,1,0.5,1000,10
220,0.0,0.0,0.85,0,0.5,1000,20
221,0.1,0.15,0.9,1,0.5,1000,20
222,0.05,0.05,0.95,1,0.5,1000,20
223,0.05,0.1,0.95,1,0.5,1000,20
224,0.1,0.1,0.8,1,0.5,1000,20
225,0.05,0.05,0.95,1,0.5,1000,20
226,0.1,0.1,0.95,1,0.5,1000,20
227,0.05,0.05,0.95,1,0.5,1000,20
228,0.1,0.15,0.85,1,0.5,1000,20
229,0.0,0.05,0.8,0,0.5,1000,20
230,0.06,0.06,0.88,1,0.5,1000,50
231,0.02,0.02,0.9,1,0.5,1000,50
232,0.04,0.04,0.9,1,0.5,1000,50
233,0.08,0.08,0.94,1,0.5,1000,50
234,0.06,0.06,0.94,1,0.5,1000,50
235,0.06,0.06,0.96,1,0.5,1000,50
236,0.02,0.02,0.88,1,0.5,1000,50
237,0.02,0.02,0.92,1,0.5,1000,50
238,0.08,0.08,0.88,1,0.5,1000,50
239,0.04,0.04,0.86,1,0.5,1000,50
240,0.03,0.03,0.89,1,0.5,1000,100
241,0.04,0.05,0.9,1,0.5,1000,100
242,0.08,0.09,0.93,1,0.5,1000,100
243,0.07,0.08,0.92,1,0.5,1000,100
244,0.07,0.08,0.83,1,0.5,1000,100
245,0.09,0.11,0.86,1,0.5,1000,100
246,0.06,0.06,0.91,1,0.5,1000,100
247,0.06,0.07,0.92,1,0.5,1000,100
248,0.02,0.02,0.88,1,0.5,1000,100
249,0.07,0.07,0.89,1,0.5,1000,100
250,0.0,0.0,1.0,0,0.5,0,1
251,0.0,0.0,1.0,0,0.5,0,1
252,0.0,0.0,1.0,0,0.5,0,1
253,0.0,0.0,1.0,0,0.5,0,1
254,0.0,0.0,1.0,0,0.5,0,1
255,0.0,0.0,1.0,0,0.5,0,1
256,0.0,0.0,1.0,0,0.5,0,1
257,0.0,0.0,1.0,0,0.5,0,1
258,0.0,0.0,1.0,0,0.5,0,1
259,0.0,0.0,1.0,0,0.5,0,1
260,0.0,0.0,1.0,0,0.5,0,10
261,0.0,0.0,1.0,0,0.5,0,10
262,0.0,0.0,1.0,0,0.5,0,10
263,0.0,0.0,1.0,0,0.5,0,10
264,0.0,0.0,1.0,0,0.5,0,10
265,0.1,0.1,1.0,1,0.5,0,10
266,0.1,0.1,1.0,1,0.5,0,10
267,0.0,0.0,1.0,0,0.5,0,10
268,0.0,0.0,1.0,0,0.5,0,10
269,0.0,0.0,1.0,0,0.5,0,10
270,0.05,0.05,1.0,1,0.5,0,20
271,0.0,0.0,1.0,0,0.5,0,20
272,0.0,0.0,1.0,0,0.5,0,20
273,0.05,0.05,1.0,1,0.5,0,20
274,0.0,0.0,1.0,0,0.5,0,20
275,0.0,0.0,1.0,0,0.5,0,20
276,0.05,0.05,0.95,1,0.5,0,20
277,0.05,0.05,1.0,1,0.5,0,20
278,0.05,0.05,1.0,1,0.5,0,20
279,0.0,0.0,1.0,0,0.5,0,20
280,0.04,0.04,1.0,1,0.5,0,50
281,0.0,0.0,1.0,0,0.5,0,50
282,0.04,0.04,1.0,1,0.5,0,50
283,0.0,0.0,1.0,0,0.5,0,50
284,0.0,0.0,1.0,0,0.5,0,50
285,0.02,0.02,1.0,1,0.5,0,50
286,0.02,0.02,0.98,1,0.5,0,50
287,0.0,0.0,1.0,0,0.5,0,50
288,0.04,0.04,1.0,1,0.5,0,50
289,0.04,0.04,1.0,1,0.5,0,50
290,0.04,0.04,1.0,1,0.5,0,100
291,0.01,0.01,1.0,1,0.5,0,100
292,0.0,0.0,0.99,0,0.5,0,100
293,0.04,0.04,1.0,1,0.5,0,100
294,0.0,0.0,1.0,0,0.5,0,100
295,0.02,0.02,1.0,1,0.5,0,100
296,0.03,0.04,0.99,1,0.5,0,100
297,0.03,0.03,1.0,1,0.5,0,100
298,0.03,0.03,1.0,1,0.5,0,100
299,0.01,0.01,1.0,1,0.5,0,100
300,0.0,0.0,1.0,0,0.5,1,1
301,0.0,0.0,1.0,0,0.5,1,1
302,0.0,0.0,1.0,0,0.5,1,1
303,0.0,0.0,1.0,0,0.5,1,1
304,0.0,0.0,1.0,0,0.5,1,1
305,0.0,0.0,1.0,0,0.5,1,1
306,0.0,0.0,1.0,0,0.5,1,1
307,0.0,0.0,1.0,0,0.5,1,1
308,0.0,0.0,1.0,0,0.5,1,1
309,0.0,0.0,1.0,0,0.5,1,1
310,0.0,0.0,1.0,0,0.5,1,10
311,0.0,0.0,1.0,0,0.5,1,10
312,0.1,0.1,1.0,1,0.5,1,10
313,0.2,0.2,1.0,1,0.5,1,10
314,0.0,0.0,0.9,0,0.5,1,10
315,0.1,0.1,1.0,1,0.5,1,10
316,0.0,0.0,1.0,0,0.5,1,10
317,0.1,0.1,0.9,1,0.5,1,10
318,0.0,0.0,1.0,0,0.5,1,10
319,0.0,0.0,1.0,0,0.5,1,10
320,0.15,0.15,1.0,1,0.5,1,20
321,0.2,0.2,1.0,1,0.5,1,20
322,0.05,0.05,1.0,1,0.5,1,20
323,0.1,0.1,1.0,1,0.5,1,20
324,0.05,0.05,1.0,1,0.5,1,20
325,0.0,0.0,1.0,0,0.5,1,20
326,0.05,0.05,0.95,1,0.5,1,20
327,0.1,0.1,1.0,1,0.5,1,20
328,0.05,0.05,1.0,1,0.5,1,20
329,0.05,0.05,1.0,1,0.5,1,20
330,0.02,0.02,1.0,1,0.5,1,50
331,0.04,0.04,0.98,1,0.5,1,50
332,0.06,0.06,1.0,1,0.5,1,50
333,0.04,0.04,1.0,1,0.5,1,50
334,0.08,0.08,1.0,1,0.5,1,50
335,0.06,0.06,1.0,1,0.5,1,50
336,0.02,0.02,0.98,1,0.5,1,50
337,0.08,0.08,1.0,1,0.5,1,50
338,0.02,0.02,0.98,1,0.5,1,50
339,0.0,0.0,0.98,0,0.5,1,50
340,0.09,0.09,0.97,1,0.5,1,100
341,0.03,0.03,1.0,1,0.5,1,100
342,0.03,0.03,0.98,1,0.5,1,100
343,0.09,0.09,0.99,1,0.5,1,100
344,0.06,0.06,1.0,1,0.5,1,100
345,0.04,0.04,1.0,1,0.5,1,100
346,0.06,0.06,0.99,1,0.5,1,100
347,0.06,0.06,1.0,1,0.5,1,100
348,0.04,0.04,0.99,1,0.5,1,100
349,0.03,0.03,1.0,1,0.5,1,100
350,0.0,0.0,1.0,0,0.5,10,1
351,0.0,0.0,1.0,0,0.5,10,1
352,0.0,0.0,1.0,0,0.5,10,1
353,0.0,0.0,1.0,0,0.5,10,1
354,0.0,0.0,0.0,0,0.5,10,1
355,0.0,0.0,1.0,0,0.5,10,1
356,0.0,0.0,1.0,0,0.5,10,1
357,1.0,1.0,1.0,1,0.5,10,1
358,0.0,0.0,1.0,0,0.5,10,1
359,0.0,0.0,1.0,0,0.5,10,1
360,0.1,0.1,1.0,1,0.5,10,10
361,0.1,0.1,1.0,1,0.5,10,10
362,0.0,0.0,1.0,0,0.5,10,10
363,0.1,0.1,1.0,1,0.5,10,10
364,0.0,0.0,0.9,0,0.5,10,10
365,0.0,0.0,0.9,0,0.5,10,10
366,0.0,0.0,1.0,0,0.5,10,10
367,0.1,0.2,0.9,1,0.5,10,10
368,0.0,0.0,1.0,0,0.5,10,10
369,0.1,0.1,1.0,1,0.5,10,10
370,0.05,0.05,0.95,1,0.5,10,20
371,0.15,0.15,0.95,1,0.5,10,20
372,0.1,0.1,1.0,1,0.5,10,20
373,0.1,0.1,0.95,1,0.5,10,20
374,0.0,0.0,0.85,0,0.5,10,20
375,0.1,0.1,0.95,1,0.5,10,20
376,0.05,0.05,1.0,1,0.5,10,20
377,0.1,0.1,0.95,1,0.5,10,20
378,0.05,0.05,0.95,1,0.5,10,20
379,0.2,0.2,0.95,1,0.5,10,20
380,0.1,0.12,0.96,1,0.5,10,50
381,0.02,0.04,0.98,1,0.5,10,50
382,0.04,0.04,1.0,1,0.5,10,50
383,0.08,0.08,1.0,1,0.5,10,50
384,0.04,0.04,0.96,1,0.5,10,50
385,0.04,0.04,0.92,1,0.5,10,50
386,0.14,0.14,0.9,1,0.5,10,50
387,0.12,0.12,1.0,1,0.5,10,50
388,0.1,0.12,0.94,1,0.5,10,50
389,0.08,0.08,0.98,1,0.5,10,50
390,0.1,0.1,0.98,1,0.5,10,100
391,0.11,0.11,0.97,1,0.5,10,100
392,0.13,0.13,0.97,1,0.5,10,100
393,0.12,0.12,0.98,1,0.5,10,100
394,0.09,0.09,0.95,1,0.5,10,100
395,0.13,0.14,0.97,1,0.5,10,100
396,0.06,0.06,0.95,1,0.5,10,100
397,0.13,0.13,0.96,1,0.5,10,100
398,0.07,0.08,0.96,1,0.5,10,100
399,0.03,0.03,0.95,1,0.5,10,100
400,0.0,0.0,1.0,0,0.5,100,1
401,0.0,0.0,1.0,0,0.5,100,1
402,0.0,0.0,1.0,0,0.5,100,1
403,0.0,0.0,1.0,0,0.5,100,1
404,0.0,0.0,1.0,0,0.5,100,1
405,0.0,0.0,1.0,0,0.5,100,1
406,0.0,0.0,1.0,0,0.5,100,1
407,0.0,0.0,1.0,0,0.5,100,1
408,0.0,0.0,1.0,0,0.5,100,1
409,0.0,0.0,1.0,0,0.5,100,1
410,0.1,0.1,0.9,1,0.5,100,10
411,0.0,0.0,0.9,0,0.5,100,10
412,0.2,0.2,1.0,1,0.5,100,10
413,0.1,0.1,0.9,1,0.5,100,10
414,0.0,0.0,0.8,0,0.5,100,10
415,0.1,0.1,0.9,1,0.5,100,10
416,0.0,0.0,1.0,0,0.5,100,10
417,0.1,0.1,0.8,1,0.5,100,10
418,0.1,0.1,1.0,1,0.5,100,10
419,0.0,0.0,0.8,0,0.5,100,10
420,0.0,0.0,0.95,0,0.5,100,20
421,0.05,0.05,0.9,1,0.5,100,20
422,0.1,0.1,0.95,1,0.5,100,20
423,0.0,0.0,0.9,0,0.5,100,20
424,0.1,0.1,0.75,1,0.5,100,20
425,0.0,0.0,0.9,0,0.5,100,20
426,0.05,0.05,0.9,1,0.5,100,20
427,0.1,0.1,0.75,1,0.5,100,20
428,0.1,0.1,0.95,1,0.5,100,20
429,0.15,0.2,0.85,1,0.5,100,20
430,0.06,0.06,0.92,1,0.5,100,50
431,0.08,0.08,0.9,1,0.5,100,50
432,0.06,0.08,0.92,1,0.5,100,50
433,0.04,0.04,0.92,1,0.5,100,50
434,0.0,0.0,0.86,0,0.5,100,50
435,0.08,0.08,0.88,1,0.5,100,50
436,0.12,0.12,0.9,1,0.5,100,50
437,0.12,0.12,0.9,1,0.5,100,50
438,0.06,0.08,0.96,1,0.5,100,50
439,0.08,0.08,0.92,1,0.5,100,50
440,0.07,0.07,0.89,1,0.5,100,100
441,0.04,0.04,0.94,1,0.5,100,100
442,0.04,0.07,0.9,1,0.5,100,100
443,0.05,0.06,0.95,1,0.5,100,100
444,0.01,0.01,0.93,1,0.5,100,100
445,0.08,0.09,0.86,1,0.5,100,100
446,0.02,0.04,0.91,1,0.5,100,100
447,0.07,0.08,0.89,1,0.5,100,100
448,0.07,0.07,0.93,1,0.5,100,100
449,0.04,0.06,0.88,1,0.5,100,100
450,0.0,0.0,1.0,0,0.5,1000,1
451,0.0,0.0,1.0,0,0.5,1000,1
452,0.0,0.0,1.0,0,0.5,1000,1
453,0.0,0.0,1.0,0,0.5,1000,1
454,0.0,0.0,1.0,0,0.5,1000,1
455,0.0,0.0,1.0,0,0.5,1000,1
456,0.0,0.0,1.0,0,0.5,1000,1
457,0.0,0.0,1.0,0,0.5,1000,1
458,0.0,0.0,1.0,0,0.5,1000,1
459,0.0,0.0,1.0,0,0.5,1000,1
460,0.0,0.0,1.0,0,0.5,1000,10
461,0.1,0.1,0.9,1,0.5,1000,10
462,0.0,0.0,0.9,0,0.5,1000,10
463,0.1,0.1,1.0,1,0.5,1000,10
464,0.1,0.1,1.0,1,0.5,1000,10
465,0.1,0.1,1.0,1,0.5,1000,10
466,0.0,0.0,1.0,0,0.5,1000,10
467,0.0,0.0,1.0,0,0.5,1000,10
468,0.1,0.1,1.0,1,0.5,1000,10
469,0.1,0.2,0.9,1,0.5,1000,10
470,0.15,0.15,0.85,1,0.5,1000,20
471,0.15,0.15,1.0,1,0.5,1000,20
472,0.0,0.0,1.0,0,0.5,1000,20
473,0.05,0.05,1.0,1,0.5,1000,20
474,0.0,0.0,0.8,0,0.5,1000,20
475,0.1,0.1,1.0,1,0.5,1000,20
476,0.05,0.05,0.95,1,0.5,1000,20
477,0.0,0.0,0.9,0,0.5,1000,20
478,0.0,0.0,0.9,0,0.5,1000,20
479,0.1,0.1,0.95,1,0.5,1000,20
480,0.04,0.04,0.94,1,0.5,1000,50
481,0.14,0.14,0.92,1,0.5,1000,50
482,0.02,0.04,0.88,1,0.5,1000,50
483,0.04,0.06,0.88,1,0.5,1000,50
484,0.06,0.1,0.9,1,0.5,1000,50
485,0.04,0.04,0.88,1,0.5,1000,50
486,0.06,0.08,0.88,1,0.5,1000,50
487,0.04,0.04,0.94,1,0.5,1000,50
488,0.02,0.02,0.84,1,0.5,1000,50
489,0.08,0.08,0.8,1,0.5,1000,50
490,0.05,0.05,0.9,1,0.5,1000,100
491,0.08,0.08,0.9,1,0.5,1000,100
492,0.05,0.05,0.91,1,0.5,1000,100
493,0.04,0.04,0.91,1,0.5,1000,100
494,0.05,0.05,0.87,1,0.5,1000,100
495,0.1,0.11,0.95,1,0.5,1000,100
496,0.12,0.13,0.91,1,0.5,1000,100
497,0.09,0.09,0.93,1,0.5,1000,100
498,0.07,0.07,0.91,1,0.5,1000,100
499,0.06,0.06,0.91,1,0.5,1000,100
500,0.0,0.0,1.0,0,0.5,0,1
501,0.0,0.0,1.0,0,0.5,0,1
502,0.0,0.0,1.0,0,0.5,0,1
503,0.0,0.0,1.0,0,0.5,0,1
504,0.0,0.0,1.0,0,0.5,0,1
505,0.0,0.0,1.0,0,0.5,0,1
506,0.0,0.0,1.0,0,0.5,0,1
507,0.0,0.0,1.0,0,0.5,0,1
508,0.0,0.0,1.0,0,0.5,0,1
509,0.0,0.0,1.0,0,0.5,0,1
510,0.0,0.0,1.0,0,0.5,0,10
511,0.0,0.0,1.0,0,0.5,0,10
512,0.0,0.0,1.0,0,0.5,0,10
513,0.0,0.0,1.0,0,0.5,0,10
514,0.0,0.0,1.0,0,0.5,0,10
515,0.0,0.0,1.0,0,0.5,0,10
516,0.0,0.0,1.0,0,0.5,0,10
517,0.0,0.0,1.0,0,0.5,0,10
518,0.0,0.0,1.0,0,0.5,0,10
519,0.0,0.0,1.0,0,0.5,0,10
520,0.1,0.1,1.0,1,0.5,0,20
521,0.0,0.0,1.0,0,0.5,0,20
522,0.05,0.05,1.0,1,0.5,0,20
523,0.0,0.0,1.0,0,0.5,0,20
524,0.0,0.0,1.0,0,0.5,0,20
525,0.05,0.05,1.0,1,0.5,0,20
526,0.0,0.0,1.0,0,0.5,0,20
527,0.0,0.0,1.0,0,0.5,0,20
528,0.0,0.0,1.0,0,0.5,0,20
529,0.05,0.05,1.0,1,0.5,0,20
530,0.04,0.04,1.0,1,0.5,0,50
531,0.04,0.04,1.0,1,0.5,0,50
532,0.02,0.02,1.0,1,0.5,0,50
533,0.04,0.04,1.0,1,0.5,0,50
534,0.06,0.06,1.0,1,0.5,0,50
535,0.06,0.06,1.0,1,0.5,0,50
536,0.02,0.02,0.98,1,0.5,0,50
537,0.0,0.0,1.0,0,0.5,0,50
538,0.06,0.06,1.0,1,0.5,0,50
539,0.02,0.02,1.0,1,0.5,0,50
540,0.02,0.02,1.0,1,0.5,0,100
541,0.05,0.05,1.0,1,0.5,0,100
542,0.01,0.01,0.99,1,0.5,0,100
543,0.02,0.02,1.0,1,0.5,0,100
544,0.04,0.04,1.0,1,0.5,0,100
545,0.01,0.01,1.0,1,0.5,0,100
546,0.09,0.09,1.0,1,0.5,0,100
547,0.02,0.02,1.0,1,0.5,0,100
548,0.03,0.03,1.0,1,0.5,0,100
549,0.05,0.05,1.0,1,0.5,0,100
550,0.0,0.0,1.0,0,0.5,1,1
551,0.0,0.0,1.0,0,0.5,1,1
552,0.0,0.0,1.0,0,0.5,1,1
553,0.0,0.0,1.0,0,0.5,1,1
554,0.0,0.0,1.0,0,0.5,1,1
555,0.0,0.0,1.0,0,0.5,1,1
556,0.0,0.0,1.0,0,0.5,1,1
557,0.0,0.0,1.0,0,0.5,1,1
558,0.0,0.0,1.0,0,0.5,1,1
559,0.0,0.0,1.0,0,0.5,1,1
560,0.0,0.0,1.0,0,0.5,1,10
561,0.0,0.0,1.0,0,0.5,1,10
562,0.0,0.0,1.0,0,0.5,1,10
563,0.0,0.0,1.0,0,0.5,1,10
564,0.0,0.0,0.9,0,0.5,1,10
565,0.0,0.0,1.0,0,0.5,1,10
566,0.0,0.0,1.0,0,0.5,1,10
567,0.0,0.0,1.0,0,0.5,1,10
568,0.0,0.0,1.0,0,0.5,1,10
569,0.0,0.0,1.0,0,0.5,1,10
570,0.0,0.0,1.0,0,0.5,1,20
571,0.1,0.1,1.0,1,0.5,1,20
572,0.0,0.0,1.0,0,0.5,1,20
573,0.0,0.0,1.0,0,0.5,1,20
574,0.0,0.0,1.0,0,0.5,1,20
575,0.0,0.0,1.0,0,0.5,1,20
576,0.0,0.0,1.0,0,0.5,1,20
