smiles,value
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.47
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4nccn4C)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.30103
CCOc1cc2ncc(C#N)c(Nc3ccc4c(c3)CCN4Cc3ccccc3)c2cc1NC(=O)/C=C/CN(C)C,6.47
CCOc1cc2ncc(C#N)c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,7.09
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,5.8
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,4.99
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,4.67
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCC,6.38
CCOc1cc2ncc(C#N)c(Nc3cccc(OCc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,4.89
CCOc1cc2nccc(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,4.99
CCOc1cc2ncnc(/C=C/CCCc3ccccc3)c2cc1OCC,6.85387
CCOc1cc2ncnc(/C=C/CCc3ccccc3)c2cc1OCC,8.30103
CCOc1cc2ncnc(/C=C/c3ccccc3)c2cc1OCC,7.82391
CCOc1cc2ncnc(C#CC(C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC,7.93181
CCOc1cc2ncnc(C#C[C@@](C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC,8.38
CCOc1cc2ncnc(C#C[C@](C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC,6.18
CCOc1cc2ncnc(C#Cc3[nH]ccc3-c3ccccc3)c2cc1OCC,8.0
CCOc1cc2ncnc(C#Cc3cn[nH]c3-c3ccc(F)cc3)c2cc1OCC,8.74473
CCOc1cc2ncnc(C#Cc3nccn3-c3ccccc3)c2cc1OCC,7.92082
CCOc1cc2ncnc(N=C3CC(=O)C(OCc4ccccn4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,7.04191
CCOc1cc2ncnc(NC3=CC(=O)C(OC)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,6.1
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(C)c4)=CC3=O)c2cc1NC(=O)CC=CN(C)C,7.6038
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,7.91364
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(F)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,8.39
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(OC)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,6.9694
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(OC)c4)=CC3=O)c2cc1NC(=O)CC=CN(C)C,6.97
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,7.73
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccs4)=CC3=O)c2cc1NC(=O)CC=CN(C)C,7.32331
CCOc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCC,8.18046
CCOc1cc2ncnc(Nc3cc(F)cc(C(F)(F)F)c3)c2cc1OCC,8.05
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,9.57
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,9.29243
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,9.54
CCOc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OCC,7.8
CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,7.96
CCOc1cc2ncnc(Nc3cccc(-c4ccco4)c3)c2cc1OCC,8.52288
CCOc1cc2ncnc(Nc3cccc(-c4ccn[nH]4)c3)c2cc1OCC,7.95861
CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,5.96
CCOc1cc2ncnc(Nc3cccc(-c4cncs4)c3)c2cc1OCC,7.96
CCOc1cc2ncnc(Nc3cccc(-c4cocn4)c3)c2cc1OCC,6.14267
CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,5.32
CCOc1cc2ncnc(Nc3cccc(-c4csc(N)n4)c3)c2cc1OCC,6.25181
CCOc1cc2ncnc(Nc3cccc(-c4cscn4)c3)c2cc1OCC,7.74473
CCOc1cc2ncnc(Nc3cccc(-c4nc[nH]n4)c3)c2cc1OCC,6.41
CCOc1cc2ncnc(Nc3cccc(-c4nccs4)c3)c2cc1OCC,8.7
CCOc1cc2ncnc(Nc3cccc(-c4nnc[nH]4)c3)c2cc1OCC,6.40894
CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,11.22
CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC,9.42022
CCOc1cc2ncnc(Nc3cccc(F)c3)c2cc1OCC,8.19
CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC,9.19382
CCOc1cc2ncnc(Nc3ccccc3F)c2cc1OCC,8.03105
CCOc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCC(=O)NCC(=O)O)n2)cc1,5.08
CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC,4.0
CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,5.23
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,6.11
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,5.85
CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,5.94
CCOc1ccc(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.92082
CCOc1ccc(C(=O)Nc2nccc(-c3cccnc3)n2)cc1NC(=O)/C=C/CN(C)C,5.22185
CCOc1ccc(NC(=O)/C=C/c2ccccc2)cc1,4.99
CCOc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,5.85
CCOc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1,6.1549
CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,4.68
CCOc1ccc2sc(SCc3cc(/C=C(\C#N)C(N)=O)cc(OC)c3O)nc2c1,3.78
CCOc1ccccc1-c1nnc(SCc2ccccc2)o1,4.42
CCOc1ccccc1NC(=O)/C=C/c1ccccc1,5.03
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,5.7
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,5.7
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1Cl,5.7
CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,5.7
CCOc1nc(C(=O)NCc2ccncc2)cc(N)c1C#N,5.7
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,5.7
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,5.7
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,5.48454
CCS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.51
CCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,5.7
CCS(=O)(=O)Nc1ccc2c(c1)C(C(=Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,4.43
CCS(=O)(=O)c1ccc(-c2cncc3sc(C(N)=O)cc23)cc1,5.7
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccc4F)c3)o2)c1,6.22
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1,5.4
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(OC)c3)o2)c1,5.58
CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(N(C)c3ccc4c(C)n[nH]c4c3)n2)c1,5.88
CC[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,8.4
CC[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)CC=CN(C)C)C3)c1ccccc1,7.92
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,6.62
CC[N+](C)(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.37
CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,5.7
CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.7
CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.1549
CCc1c(C(=O)NCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.4
CCc1c(C(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.7
CCc1c(C(=O)OCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.77
CCc1c(C(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.92082
CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,5.8
CCc1c(CC(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,5.96
CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.31
CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.4
CCc1ccc(-c2ccc3c(c2)-c2[nH]ncc2S(=O)(=O)N3C)cc1,6.12
CCc1ccc(/C=C2\C(=O)Nc3ccccc32)s1,4.36
CCc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,7.00436
CCc1ccc(Nc2[nH]cnc3nc(C)c(C)c2-3)cc1,4.11
CCc1ccc2nc(Nc3cc(Cc4ccccc4)nc(NC4CCC(O)CC4)n3)sc2c1,6.2
CCc1ccc2nc(Nc3cc(Cc4ccccc4)nc(N[C@H]4CC[C@H](O)CC4)n3)sc2c1,6.2
CCc1cccc(NC(=O)Nc2ccc3c(c2)CCc2sc4ncnc(N)c4c2-3)c1,5.7
CCc1nc(-c2ccc(OC)cc2)[nH]c1-c1ccncc1,4.6
CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,6.7
CCc1nc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O,5.7
CCc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C,6.19
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,6.7
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,6.31
CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,5.7
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(O)onc21,5.7
CCn1c2cc(Cl)c(O)cc2c(=O)c2c(O)onc21,5.7
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,5.7
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21,5.28
CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,5.19
CCn1nc(-c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,4.4
CCn1sc(=O)n(-c2ccc([N+](=O)[O-])cc2)c1=O,4.82
CN(/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)OCCCl,6.3
CN(/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)OCCl,6.41
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2C,5.7
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,5.7
CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.53165
CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.69037
CN(C(=O)c1ccc(N(CCCl)CCCl)cc1)c1ccccc1,4.83
CN(C)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.6
CN(C)/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,8.1
CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,4.87
CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,6.32
CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.96
CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.85
CN(C)C(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)N(C)C)[nH]c2ccccc12,4.92
CN(C)C(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,6.3
CN(C)C(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,5.7
CN(C)C(=O)O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.6
CN(C)C(=O)O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.1
CN(C)C(=O)O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.1
CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.59
CN(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1,5.7
CN(C)C(=O)c1c(SSc2c(C(=O)N(C)C)c3ccccc3n2C)n(C)c2ccccc12,4.67
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,5.58
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,10.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,7.62
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1,8.72125
CN(C)C/C=C/C(=O)Nc1ccc(-c2cncc(C#N)c2Nc2ccc(F)c(Cl)c2)cc1,5.46
CN(C)C/C=C/C(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,6.82
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,7.43
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,9.96
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.66
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,9.03
CN(C)C/C=C/C(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.69
CN(C)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,7.0
CN(C)C=CCC(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,5.66
CN(C)C=CCC(=O)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,6.05
CN(C)C=CCC(=O)N1CCc2c(sc3ncnc(NCCO)c23)C1,5.31
CN(C)C=CCC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)Cc4ccccc4)c23)C1,6.83
CN(C)C=CCC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,7.15
CN(C)C=CCC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)c1,6.94
CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.22185
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,6.62
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCCCC3)c2)CC1,6.61979
CN(C)CC(=O)NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,5.7
CN(C)CC(=O)Nc1[nH]nc2ccc(-c3cn(Cc4ccccc4)nn3)cc12,5.7
CN(C)CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.32
CN(C)CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,5.34
CN(C)CC(CNNC(N)=O)C(=O)c1ccc(OCc2ccccc2)cc1,5.41
CN(C)CC(CSCCN)C(=O)c1ccc(OCc2ccccc2)cc1,5.06
CN(C)CC(CSc1ccccc1)C(=O)c1ccc(OCc2ccccc2)cc1,5.14
CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.42
CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.4318
CN(C)CCC(=O)N(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.76
CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.55284
CN(C)CCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,8.1
CN(C)CCC(=O)c1ccc(OCc2ccccc2)c(O)c1,6.44
CN(C)CCC(=O)c1ccc(OCc2ccccc2)cc1,5.82
CN(C)CCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,6.1
CN(C)CCCC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,5.39
CN(C)CCCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,8.77
CN(C)CCCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.0
CN(C)CCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.54
CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,5.7
CN(C)CCCCCNc1c(Br)cccc1Nc1ncnc2ccncc12,8.07
CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.08
CN(C)CCCCNc1c(Br)cccc1Nc1ncnc2ccncc12,8.13
CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.74
CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.13018
CN(C)CCCN(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.33348
CN(C)CCCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,7.03152
CN(C)CCCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.28216
CN(C)CCCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.68006
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.54
CN(C)CCCN=CCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.92227
CN(C)CCCNC(=O)/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.96
CN(C)CCCNC(=O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.36
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.84
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.96
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.36
CN(C)CCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,7.62
CN(C)CCCNc1c(Br)cccc1Nc1ncnc2ccncc12,8.05
CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.92
CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.06
CN(C)CCCOC(=O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.62
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.62
CN(C)CCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.21
CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,4.6
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.68
CN(C)CCN(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.55129
CN(C)CCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.37
CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.12
CN(C)CCN(C)Cc1cnc2cc3[nH]cnc(Nc4cccc(Br)c4)c3cc12,8.11976
CN(C)CCN(C)c1c(Br)cccc1Nc1ncnc2ccncc12,7.39
CN(C)CCN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.09
CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.40001
CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.43
CN(C)CCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.39
CN(C)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.2
CN(C)CCNC(=O)c1c(SSc2c(C(=O)NCCN(C)C)c3ccccc3n2C)n(C)c2ccccc12,4.76
CN(C)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,7.34
CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.96
CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.35
CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,7.46
CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(O)ncnc4[nH]3)ccn2)cc1,5.48
CN(C)CCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.3
CN(C)CCc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,7.89
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.39
CN(C)CCn1cnc(-c2ccc(F)cc2)c1-c1ccc2[nH]ncc2c1,7.17
CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc21,6.6925
CN(C)CCn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.66
CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,8.88
CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.40001
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,5.29243
CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,5.31
CN(C)Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,7.92
CN(C)Cc1cnc2cc3[nH]cnc(Nc4cccc(Br)c4)c3cc12,8.59007
CN(C)S(=O)(=O)c1ccc(Nc2nc(Cl)nc3cc4c(cc23)OCO4)cc1,4.74
CN(C)S(=O)(=O)c1ccc2[nH]c(O)c(Cc3cc4c([nH]3)=CCCC=4)c2c1,3.42
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,9.0
CN(C)c1cc2c(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)ncnc2cn1,7.3
CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,11.22
CN(C)c1cc2cc(n1)CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2,6.6
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,6.8
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],5.7
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,10.0501
CN(C)c1cc2sncc2cc1NC(=O)C(=O)O,5.7
CN(C)c1ccc(/C=C(\C#N)C(=O)O)cc1,2.85
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,6.33
CN(C)c1ccc(CC2=c3ccccc3=NC2=O)cc1,4.6
CN(C)c1ccc(CNC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)cc1,5.7
CN(C)c1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,7.54
CN(C)c1ccc(Nc2ncnc3cc(-c4ccccc4)sc23)cc1,7.03
CN(C)c1ccc(Nc2ncnc3cc(N)ncc23)cc1,5.31
CN(C)c1ccc(Nc2ncnc3ccncc23)c(N)c1,5.31
CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.96
CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2n1,6.49
CN(C)c1ccc2cncnc2c1,7.96
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.08
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.02
CN(C)c1ccc2ncncc2c1,6.92
CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,7.7
CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1,5.0
CN(C)c1cccc(Nc2ncnc3cc(N)ncc23)c1,5.75
CN(C)c1cccc(Nc2ncnc3ccncc23)c1N,5.74
CN(C)c1cccc2c(S(=O)(=O)NCCN/N=N/c3ccc4ncnc(Nc5cccc(Cl)c5)c4c3)cccc12,5.85
CN(C)c1cccc2c1C(=O)c1ccccc1C2=O,4.55
CN(C)c1ccccc1Nc1ncnc2cc(N)ncc12,4.16
